customer_id,call_duration,monthly_data_usage,contract_length,churn
C00268,"[29, 15, 35, 6, 12, 47, 38, 13, 29, 19, 3, 8, 8, 55, 58, 20, 47, 4, 51, 21, 3, 45, 8, 23, 16, 13, 3, 48, 9, 14]",41.87,3,0
C00269,"[13, 53, 57, 7, 15, 7, 38, 34, 41, 22, 24, 49, 37, 44, 1, 10, 43, 16, 46, 8, 56, 49, 25, 50, 12, 25, 17, 26, 46, 48]",27.49,15,1
C00270,"[14, 41, 36, 57, 23, 43, 6, 47, 5, 43, 25, 18, 13, 43, 14, 28, 18, 59, 57, 28, 51, 56, 27, 32, 47, 9, 40, 32, 20, 28]",27.95,33,0
C00271,"[33, 4, 46, 57, 34, 48, 3, 26, 8, 6, 16, 24, 48, 39, 30, 45, 13, 5, 25, 20, 54, 18, 47, 18, 2, 10, 55, 45, 50, 47]",31.78,18,0
C00272,"[12, 47, 13, 50, 47, 57, 55, 11, 19, 35, 39, 53, 26, 46, 14, 54, 45, 44, 24, 41, 1, 51, 43, 55, 22, 23, 56, 54, 19, 18]",22.24,23,0
C00273,"[12, 55, 28, 28, 59, 33, 19, 28, 59, 52, 49, 37, 26, 35, 34, 35, 40, 16, 38, 13, 23, 54, 22, 16, 28, 48, 35, 45, 46, 8]",34.17,3,0
C00274,"[44, 55, 55, 22, 21, 26, 40, 21, 25, 41, 1, 6, 23, 51, 23, 43, 43, 23, 32, 30, 13, 43, 18, 23, 15, 33, 21, 57, 39, 23]",5.87,30,0
C00275,"[27, 45, 44, 18, 24, 51, 47, 40, 51, 42, 7, 50, 48, 20, 27, 6, 27, 9, 53, 45, 57, 31, 21, 26, 40, 48, 45, 13, 49, 23]",48.08,17,0
C00276,"[20, 37, 54, 53, 28, 17, 28, 41, 2, 25, 58, 50, 41, 6, 11, 57, 38, 6, 45, 11, 14, 2, 40, 3, 55, 53, 35, 33, 24, 19]",37.63,32,0
C00277,"[18, 49, 52, 24, 45, 35, 1, 36, 25, 45, 49, 43, 34, 25, 16, 34, 29, 19, 23, 19, 25, 16, 54, 51, 9, 1, 42, 19, 33, 34]",31.74,7,0
C00278,"[16, 44, 40, 55, 18, 34, 25, 45, 6, 21, 58, 6, 32, 41, 48, 43, 39, 31, 42, 10, 30, 57, 52, 18, 24, 52, 9, 31, 15, 4]",16.16,14,0
C00279,"[40, 9, 45, 9, 26, 4, 17, 16, 15, 35, 57, 52, 5, 55, 5, 20, 15, 18, 47, 2, 29, 13, 4, 42, 45, 10, 31, 41, 8, 3]",8.47,15,0
C00280,"[48, 46, 9, 30, 53, 11, 35, 37, 42, 13, 36, 56, 13, 12, 37, 10, 56, 9, 52, 7, 2, 54, 56, 23, 39, 40, 39, 21, 23, 29]",20.76,12,1
C00281,"[14, 26, 51, 5, 55, 31, 25, 31, 50, 20, 44, 55, 17, 45, 2, 25, 13, 58, 39, 28, 42, 55, 6, 3, 58, 35, 18, 11, 54, 20]",33.25,8,0
C00282,"[5, 19, 22, 59, 19, 47, 16, 24, 41, 4, 15, 25, 44, 55, 35, 55, 14, 49, 19, 38, 36, 7, 30, 19, 49, 25, 16, 47, 54, 40]",31.87,16,0
C00283,"[51, 8, 18, 28, 16, 52, 19, 42, 17, 45, 13, 7, 27, 10, 34, 36, 25, 6, 24, 18, 23, 6, 29, 25, 55, 17, 46, 24, 11, 26]",19.44,34,0
C00284,"[51, 34, 28, 3, 11, 38, 14, 51, 26, 48, 21, 54, 56, 39, 30, 59, 8, 51, 20, 48, 32, 22, 59, 7, 9, 45, 1, 29, 8, 56]",30.86,24,0
C00285,"[54, 4, 35, 59, 3, 54, 45, 40, 7, 27, 1, 27, 16, 38, 7, 44, 23, 41, 59, 11, 42, 53, 33, 50, 36, 37, 41, 59, 17, 35]",40.78,29,0
C00286,"[48, 5, 48, 32, 3, 52, 47, 35, 52, 14, 48, 31, 31, 17, 24, 52, 23, 18, 50, 54, 14, 50, 15, 15, 6, 27, 15, 50, 36, 55]",1.8,16,0
C00287,"[8, 15, 3, 47, 13, 41, 34, 24, 40, 32, 32, 30, 52, 49, 13, 1, 34, 15, 44, 14, 57, 29, 34, 18, 54, 7, 29, 55, 31, 25]",22.81,5,0
C00288,"[38, 14, 8, 27, 54, 2, 17, 37, 14, 25, 56, 30, 29, 20, 21, 53, 22, 35, 37, 16, 50, 58, 49, 43, 17, 16, 58, 55, 2, 4]",38.05,5,0
C00289,"[21, 39, 34, 30, 6, 17, 39, 25, 5, 5, 20, 16, 51, 41, 37, 40, 9, 5, 42, 57, 2, 9, 43, 36, 22, 22, 22, 34, 55, 29]",27.53,30,0
C00290,"[38, 59, 46, 33, 18, 7, 1, 33, 1, 24, 4, 4, 18, 27, 43, 59, 32, 33, 28, 42, 41, 55, 36, 6, 16, 34, 23, 50, 42, 24]",32.75,5,0
C00291,"[56, 49, 13, 56, 18, 54, 13, 49, 37, 43, 39, 42, 17, 15, 18, 23, 54, 51, 30, 58, 34, 58, 4, 3, 7, 56, 18, 42, 7, 40]",26.08,13,0
C00292,"[6, 22, 58, 1, 4, 46, 49, 52, 50, 43, 29, 21, 26, 14, 9, 59, 47, 12, 42, 51, 56, 51, 6, 20, 24, 27, 38, 8, 1, 54]",49.6,35,1
C00293,"[49, 49, 24, 47, 7, 19, 22, 57, 55, 35, 30, 29, 22, 11, 20, 29, 51, 41, 42, 34, 1, 31, 30, 48, 18, 55, 58, 17, 38, 14]",3.2,25,0
C00294,"[23, 25, 15, 46, 56, 22, 3, 56, 55, 19, 57, 44, 34, 35, 50, 1, 52, 21, 29, 6, 37, 1, 51, 1, 27, 21, 53, 16, 44, 59]",24.81,14,0
C00295,"[54, 40, 26, 16, 28, 1, 36, 10, 43, 17, 57, 59, 23, 7, 44, 53, 7, 44, 15, 34, 46, 45, 4, 14, 14, 16, 7, 32, 19, 2]",5.03,26,0
C00296,"[10, 50, 17, 37, 12, 6, 22, 32, 41, 20, 1, 54, 47, 53, 58, 6, 19, 18, 6, 45, 33, 23, 23, 26, 13, 7, 15, 44, 27, 26]",8.41,18,0
C00297,"[33, 15, 36, 45, 55, 27, 57, 5, 2, 55, 58, 33, 16, 23, 38, 55, 16, 14, 29, 26, 35, 15, 3, 23, 29, 34, 33, 41, 41, 23]",19.46,20,0
C00298,"[7, 3, 58, 32, 31, 18, 43, 7, 41, 1, 14, 52, 32, 6, 39, 10, 7, 26, 34, 30, 36, 21, 17, 33, 10, 51, 47, 42, 51, 12]",8.2,34,0
C00299,"[56, 16, 41, 32, 15, 27, 28, 17, 46, 59, 50, 58, 2, 36, 50, 7, 13, 15, 25, 23, 22, 26, 33, 11, 10, 25, 37, 48, 43, 53]",48.2,7,0
C00300,"[38, 41, 45, 24, 40, 46, 56, 33, 17, 24, 37, 57, 2, 32, 57, 24, 9, 4, 17, 17, 53, 50, 48, 30, 40, 58, 11, 21, 21, 18]",47.37,10,0
C00301,"[55, 29, 24, 10, 45, 17, 18, 42, 48, 20, 37, 45, 18, 17, 9, 14, 49, 29, 31, 4, 18, 59, 20, 56, 56, 47, 43, 44, 9, 13]",17.14,15,0
C00302,"[15, 27, 15, 28, 37, 55, 19, 26, 52, 26, 25, 26, 26, 46, 28, 49, 18, 32, 53, 3, 2, 33, 42, 19, 17, 44, 33, 12, 49, 56]",32.17,17,0
C00303,"[3, 43, 49, 55, 26, 35, 8, 52, 36, 53, 54, 7, 46, 46, 36, 16, 24, 54, 1, 49, 25, 10, 54, 16, 16, 58, 8, 29, 39, 28]",26.92,11,0
C00304,"[6, 16, 20, 16, 7, 41, 14, 43, 26, 26, 14, 7, 33, 26, 57, 45, 20, 3, 52, 4, 26, 11, 2, 14, 44, 30, 49, 12, 26, 44]",40.87,34,1
C00305,"[33, 13, 14, 24, 34, 44, 26, 21, 28, 48, 36, 40, 2, 42, 9, 23, 15, 13, 23, 17, 48, 2, 20, 20, 59, 46, 3, 55, 12, 40]",31.56,27,0
C00306,"[2, 36, 14, 16, 19, 34, 44, 46, 6, 13, 36, 22, 18, 12, 52, 59, 54, 30, 53, 51, 40, 7, 32, 48, 19, 6, 20, 27, 53, 43]",0.51,21,0
C00307,"[37, 48, 7, 59, 5, 11, 15, 3, 58, 5, 23, 53, 37, 9, 15, 3, 29, 6, 17, 26, 21, 8, 21, 57, 11, 38, 8, 42, 24, 35]",38.28,31,0
C00308,"[55, 14, 55, 14, 10, 12, 38, 44, 55, 46, 34, 41, 10, 58, 17, 17, 3, 31, 51, 1, 12, 39, 4, 42, 13, 34, 42, 21, 22, 57]",37.47,4,0
C00309,"[4, 18, 5, 19, 2, 12, 17, 10, 34, 6, 8, 51, 11, 57, 12, 9, 2, 8, 58, 11, 53, 36, 10, 21, 20, 48, 8, 36, 29, 42]",25.73,17,0
C00310,"[12, 14, 48, 54, 50, 21, 22, 21, 44, 50, 30, 39, 20, 24, 23, 7, 9, 1, 26, 38, 38, 54, 44, 22, 44, 10, 55, 58, 6, 17]",45.19,20,0
C00311,"[51, 50, 38, 24, 51, 10, 56, 8, 21, 56, 6, 21, 57, 39, 24, 33, 59, 18, 56, 28, 57, 52, 32, 12, 48, 42, 27, 10, 46, 57]",45.47,25,0
C00312,"[52, 42, 32, 42, 26, 25, 11, 23, 34, 57, 52, 40, 23, 29, 31, 7, 40, 33, 21, 2, 18, 47, 33, 37, 34, 20, 35, 51, 50, 54]",26.43,23,0
C00313,"[18, 46, 24, 8, 30, 44, 53, 10, 23, 52, 49, 11, 2, 58, 26, 36, 33, 47, 13, 40, 25, 4, 42, 19, 18, 37, 30, 19, 58, 23]",30.6,15,0
C00314,"[59, 54, 16, 1, 12, 24, 34, 53, 57, 8, 18, 57, 48, 5, 26, 30, 54, 13, 19, 29, 3, 26, 40, 59, 58, 58, 12, 2, 11, 44]",49.83,33,0
C00315,"[28, 18, 13, 37, 22, 12, 2, 37, 7, 26, 26, 24, 12, 16, 23, 40, 9, 32, 15, 37, 13, 5, 11, 10, 52, 13, 41, 53, 46, 50]",15.29,19,0
C00316,"[15, 42, 56, 7, 40, 28, 32, 35, 15, 48, 36, 21, 6, 1, 4, 11, 44, 26, 37, 23, 29, 21, 48, 45, 45, 49, 27, 39, 40, 13]",16.57,15,0
C00317,"[23, 59, 16, 30, 4, 40, 16, 31, 53, 42, 25, 44, 12, 26, 37, 48, 33, 28, 9, 12, 5, 54, 52, 54, 28, 56, 35, 5, 34, 46]",9.55,5,0
C00318,"[34, 13, 39, 42, 45, 48, 58, 14, 11, 42, 38, 4, 53, 33, 7, 56, 41, 8, 37, 51, 10, 43, 57, 15, 38, 15, 5, 29, 19, 54]",44.85,16,0
C00319,"[51, 10, 12, 54, 4, 31, 18, 16, 40, 36, 25, 23, 12, 34, 36, 37, 3, 9, 53, 18, 43, 35, 57, 55, 34, 41, 14, 4, 29, 41]",37.35,32,0
C00320,"[45, 50, 15, 28, 42, 16, 12, 52, 5, 34, 42, 1, 39, 32, 26, 17, 48, 59, 27, 24, 35, 46, 42, 54, 39, 26, 49, 38, 23, 22]",5.73,22,0
C00321,"[4, 49, 59, 9, 4, 7, 23, 2, 49, 24, 40, 55, 31, 47, 31, 47, 40, 48, 51, 43, 34, 55, 24, 49, 26, 16, 57, 47, 13, 15]",49.1,32,0
C00322,"[27, 4, 16, 30, 44, 30, 36, 3, 22, 49, 22, 50, 57, 50, 55, 49, 12, 55, 21, 56, 4, 31, 44, 31, 58, 23, 54, 53, 20, 15]",36.68,13,0
C00323,"[23, 28, 16, 37, 21, 15, 17, 50, 37, 13, 19, 30, 45, 18, 14, 36, 36, 20, 52, 19, 45, 44, 7, 57, 44, 53, 4, 59, 34, 2]",42.6,26,0
C00324,"[5, 55, 10, 32, 42, 41, 13, 39, 5, 58, 10, 10, 38, 27, 51, 21, 8, 1, 28, 49, 39, 14, 21, 30, 21, 49, 9, 17, 5, 58]",2.88,17,1
C00325,"[57, 31, 52, 40, 38, 43, 19, 36, 50, 33, 13, 14, 56, 33, 29, 43, 49, 36, 58, 44, 10, 31, 6, 57, 1, 7, 58, 27, 21, 28]",25.5,5,0
C00326,"[16, 56, 46, 23, 52, 20, 38, 54, 25, 28, 5, 56, 21, 18, 47, 6, 57, 29, 19, 33, 1, 45, 3, 42, 21, 35, 41, 40, 3, 25]",35.08,33,0
C00327,"[45, 38, 45, 55, 20, 52, 44, 45, 34, 21, 56, 55, 48, 23, 6, 51, 53, 13, 49, 23, 9, 17, 2, 19, 19, 56, 7, 54, 42, 42]",27.38,27,0
C00328,"[59, 20, 9, 17, 27, 47, 2, 36, 19, 17, 5, 39, 18, 53, 54, 59, 7, 17, 39, 36, 40, 45, 4, 38, 25, 5, 30, 12, 4, 24]",33.5,5,0
C00329,"[29, 9, 4, 51, 24, 14, 5, 18, 42, 57, 19, 12, 18, 17, 30, 24, 11, 35, 23, 17, 1, 15, 32, 9, 15, 28, 24, 35, 22, 27]",40.98,7,0
C00330,"[19, 45, 12, 20, 1, 21, 49, 45, 1, 10, 47, 59, 59, 32, 39, 22, 18, 48, 46, 32, 27, 28, 18, 59, 39, 49, 29, 18, 44, 8]",19.03,18,0
C00331,"[54, 31, 34, 7, 36, 18, 38, 59, 9, 59, 9, 46, 8, 51, 35, 18, 5, 14, 28, 30, 4, 39, 20, 25, 28, 12, 2, 43, 14, 22]",42.51,31,1
C00332,"[31, 23, 48, 20, 38, 55, 4, 15, 24, 25, 1, 7, 57, 31, 12, 42, 5, 44, 50, 42, 38, 12, 39, 18, 2, 10, 15, 30, 44, 58]",8.56,6,1
C00333,"[17, 4, 7, 41, 31, 51, 59, 55, 39, 55, 34, 6, 50, 38, 45, 58, 51, 34, 44, 15, 14, 6, 50, 37, 50, 32, 3, 3, 22, 22]",13.91,2,0
C00334,"[10, 51, 3, 12, 29, 48, 17, 7, 13, 56, 2, 4, 10, 39, 24, 17, 52, 6, 19, 5, 32, 10, 9, 27, 13, 19, 21, 24, 38, 4]",2.65,13,0
C00335,"[24, 59, 35, 3, 4, 57, 37, 40, 48, 54, 35, 31, 56, 44, 25, 40, 13, 4, 46, 14, 13, 27, 6, 17, 36, 40, 49, 35, 17, 41]",18.54,11,0
C00336,"[2, 57, 13, 52, 2, 52, 28, 43, 59, 26, 22, 47, 43, 55, 3, 35, 58, 12, 24, 5, 20, 39, 39, 13, 41, 57, 53, 45, 12, 13]",19.31,26,0
C00337,"[56, 10, 33, 57, 40, 54, 16, 45, 35, 3, 56, 5, 26, 11, 7, 53, 56, 10, 42, 52, 34, 3, 8, 31, 11, 45, 7, 45, 2, 6]",40.36,21,0
C00338,"[41, 32, 20, 57, 34, 50, 16, 25, 12, 7, 39, 17, 45, 11, 6, 23, 27, 46, 6, 38, 2, 22, 20, 25, 15, 49, 29, 8, 37, 49]",32.83,2,0
C00339,"[52, 33, 22, 50, 47, 5, 39, 18, 38, 54, 53, 37, 30, 51, 31, 10, 15, 42, 59, 48, 44, 18, 23, 33, 16, 54, 38, 35, 34, 28]",22.12,20,0
C00340,"[2, 30, 13, 41, 16, 59, 5, 55, 28, 53, 39, 45, 20, 24, 27, 30, 58, 45, 27, 26, 7, 42, 47, 53, 59, 38, 5, 23, 28, 34]",32.78,17,1
C00341,"[53, 15, 32, 26, 48, 31, 19, 9, 29, 54, 58, 51, 39, 4, 3, 56, 29, 52, 11, 33, 38, 58, 11, 27, 33, 21, 39, 31, 38, 46]",3.11,16,0
C00342,"[2, 27, 36, 11, 47, 18, 59, 1, 35, 35, 31, 28, 39, 1, 25, 43, 38, 20, 3, 51, 2, 18, 44, 10, 5, 9, 2, 34, 38, 31]",9.42,5,0
C00343,"[10, 50, 12, 36, 54, 21, 49, 47, 6, 48, 49, 3, 10, 5, 46, 26, 21, 45, 26, 38, 44, 26, 8, 5, 15, 59, 16, 1, 16, 37]",31.53,14,0
C00344,"[3, 52, 47, 31, 13, 56, 16, 55, 43, 21, 2, 54, 27, 38, 26, 58, 59, 38, 46, 25, 11, 8, 8, 33, 53, 7, 38, 21, 8, 51]",32.25,24,0
C00345,"[54, 21, 56, 20, 8, 58, 46, 31, 50, 57, 29, 48, 9, 15, 30, 26, 10, 29, 54, 16, 36, 20, 45, 54, 37, 22, 7, 23, 41, 40]",38.82,4,1
C00346,"[29, 16, 38, 28, 48, 38, 31, 14, 53, 33, 57, 9, 57, 27, 24, 13, 26, 29, 51, 49, 43, 28, 28, 8, 23, 29, 5, 42, 7, 42]",20.45,24,1
C00347,"[36, 41, 27, 58, 46, 2, 25, 9, 53, 27, 1, 23, 10, 42, 52, 25, 54, 3, 6, 58, 6, 53, 2, 58, 58, 18, 23, 2, 12, 22]",36.27,9,0
C00348,"[37, 20, 39, 24, 48, 20, 1, 1, 17, 59, 1, 53, 52, 45, 30, 41, 47, 3, 46, 55, 11, 24, 22, 44, 45, 26, 13, 1, 24, 10]",34.36,3,0
C00349,"[35, 24, 28, 36, 16, 40, 16, 59, 17, 51, 54, 15, 16, 15, 57, 34, 11, 1, 15, 26, 51, 4, 43, 5, 35, 13, 10, 11, 18, 34]",48.19,9,0
C00350,"[39, 41, 42, 50, 23, 7, 59, 39, 3, 12, 7, 49, 26, 33, 37, 48, 15, 2, 41, 7, 32, 4, 20, 50, 53, 36, 32, 28, 13, 1]",11.15,18,0
C00351,"[56, 35, 48, 30, 54, 36, 57, 55, 25, 16, 58, 19, 1, 5, 51, 22, 24, 43, 45, 52, 37, 53, 36, 36, 4, 36, 52, 53, 18, 50]",27.81,19,0
C00352,"[16, 41, 18, 22, 2, 21, 36, 44, 39, 47, 39, 29, 54, 26, 21, 17, 16, 31, 51, 9, 31, 14, 49, 37, 2, 52, 48, 46, 14, 59]",30.29,24,0
C00353,"[33, 35, 58, 39, 58, 47, 51, 20, 2, 51, 41, 19, 59, 37, 18, 16, 4, 12, 29, 7, 14, 55, 12, 35, 5, 17, 58, 42, 32, 10]",49.93,4,0
C00354,"[43, 17, 5, 45, 42, 9, 49, 33, 36, 36, 18, 9, 57, 29, 50, 14, 25, 15, 6, 56, 42, 29, 15, 29, 4, 18, 50, 57, 49, 44]",10.46,9,0
C00355,"[39, 16, 11, 14, 3, 51, 50, 42, 38, 45, 42, 18, 58, 20, 58, 48, 25, 57, 38, 13, 4, 55, 14, 33, 28, 52, 37, 8, 44, 34]",26.4,33,0
C00356,"[44, 5, 54, 5, 31, 45, 9, 42, 32, 33, 3, 30, 50, 12, 29, 3, 26, 57, 30, 9, 26, 2, 3, 46, 4, 25, 51, 13, 39, 44]",17.64,1,0
C00357,"[35, 55, 23, 9, 2, 54, 41, 44, 31, 44, 47, 2, 32, 18, 13, 46, 5, 58, 42, 44, 10, 56, 43, 25, 34, 37, 30, 7, 6, 54]",26.53,35,0
C00358,"[55, 3, 13, 3, 26, 57, 24, 53, 6, 43, 58, 49, 42, 12, 49, 36, 2, 11, 39, 34, 26, 18, 21, 36, 40, 52, 46, 44, 22, 53]",11.99,10,0
C00359,"[59, 30, 50, 43, 30, 8, 34, 57, 47, 9, 51, 20, 40, 25, 19, 5, 11, 15, 8, 19, 23, 27, 40, 32, 26, 27, 19, 50, 42, 29]",2.86,12,0
C00360,"[39, 41, 33, 19, 37, 19, 33, 47, 16, 23, 7, 26, 32, 12, 8, 5, 42, 28, 53, 5, 49, 26, 5, 22, 15, 13, 28, 33, 43, 23]",28.84,18,0
C00361,"[33, 43, 18, 50, 53, 30, 26, 16, 13, 39, 33, 26, 48, 1, 49, 38, 2, 49, 6, 46, 50, 38, 42, 24, 18, 27, 41, 8, 28, 10]",17.12,14,0
C00362,"[17, 55, 29, 58, 6, 14, 22, 54, 6, 26, 39, 12, 35, 14, 22, 51, 23, 48, 7, 40, 50, 25, 13, 21, 41, 10, 53, 55, 59, 9]",9.51,10,1
C00363,"[15, 52, 2, 25, 13, 34, 51, 58, 34, 35, 38, 3, 42, 56, 59, 6, 55, 48, 49, 19, 3, 18, 39, 9, 52, 12, 5, 3, 11, 57]",16.53,10,1
C00364,"[30, 4, 5, 1, 27, 28, 29, 18, 12, 13, 41, 2, 37, 45, 16, 48, 24, 35, 22, 36, 11, 55, 58, 46, 29, 35, 48, 54, 15, 31]",2.94,18,0
C00365,"[42, 41, 43, 16, 10, 49, 32, 51, 2, 24, 23, 2, 38, 31, 51, 40, 26, 29, 3, 58, 14, 25, 48, 1, 53, 3, 54, 26, 18, 9]",47.55,24,0
C00366,"[38, 23, 21, 57, 1, 21, 27, 42, 59, 6, 55, 44, 36, 28, 45, 17, 59, 40, 58, 52, 3, 12, 39, 12, 2, 56, 46, 22, 23, 30]",29.27,1,0
C00367,"[5, 9, 21, 11, 5, 35, 27, 49, 2, 24, 31, 33, 39, 30, 46, 37, 51, 28, 31, 11, 23, 57, 2, 40, 41, 27, 35, 2, 39, 37]",40.83,30,0
C00368,"[21, 58, 5, 52, 45, 21, 29, 20, 38, 20, 50, 25, 2, 57, 32, 26, 6, 41, 57, 3, 33, 1, 51, 5, 13, 19, 12, 48, 25, 57]",21.44,15,0
C00369,"[51, 35, 12, 30, 5, 34, 22, 39, 13, 57, 47, 54, 3, 53, 20, 31, 5, 24, 40, 54, 33, 8, 24, 50, 20, 16, 50, 52, 12, 13]",45.21,8,0
C00370,"[45, 42, 39, 25, 46, 32, 24, 48, 47, 44, 9, 40, 50, 23, 50, 13, 59, 32, 50, 15, 36, 49, 5, 22, 16, 41, 10, 24, 18, 49]",24.42,35,0
C00371,"[18, 7, 4, 26, 5, 55, 16, 35, 26, 18, 29, 23, 53, 14, 15, 49, 33, 25, 21, 17, 23, 57, 43, 17, 58, 14, 29, 20, 30, 19]",28.91,18,0
C00372,"[53, 39, 56, 13, 18, 23, 46, 33, 39, 40, 18, 9, 33, 32, 54, 17, 19, 27, 6, 35, 56, 37, 34, 20, 25, 4, 10, 10, 24, 21]",24.84,16,0
C00373,"[11, 27, 16, 26, 30, 49, 16, 7, 16, 35, 58, 16, 40, 12, 35, 49, 21, 50, 43, 36, 48, 17, 32, 41, 6, 24, 27, 20, 25, 2]",36.8,21,1
C00374,"[9, 28, 53, 38, 3, 20, 6, 39, 33, 55, 1, 37, 6, 45, 34, 47, 15, 45, 26, 57, 14, 58, 54, 7, 46, 58, 31, 24, 59, 31]",28.55,15,0
C00375,"[29, 42, 32, 17, 14, 40, 36, 58, 48, 24, 45, 54, 27, 25, 59, 32, 52, 18, 46, 18, 37, 26, 9, 35, 8, 20, 54, 42, 22, 19]",13.94,5,1
C00376,"[30, 53, 28, 35, 43, 11, 31, 49, 48, 39, 36, 30, 23, 19, 12, 15, 31, 43, 37, 37, 15, 29, 50, 43, 26, 44, 2, 20, 15, 52]",7.7,7,0
C00377,"[4, 22, 50, 38, 23, 59, 26, 51, 11, 28, 56, 2, 59, 8, 29, 11, 37, 18, 55, 50, 14, 54, 10, 35, 9, 35, 11, 44, 12, 3]",30.5,7,0
C00378,"[53, 39, 14, 56, 28, 11, 39, 25, 21, 10, 43, 15, 19, 48, 22, 21, 52, 44, 32, 50, 23, 13, 5, 4, 28, 14, 8, 9, 57, 51]",24.71,27,0
C00379,"[35, 37, 21, 58, 18, 33, 8, 51, 49, 17, 43, 31, 34, 6, 22, 14, 3, 12, 36, 12, 45, 2, 2, 15, 23, 29, 17, 32, 7, 30]",5.25,25,0
C00380,"[28, 14, 44, 30, 17, 32, 46, 6, 51, 24, 6, 27, 18, 24, 37, 56, 24, 38, 34, 40, 47, 15, 11, 22, 54, 24, 1, 18, 44, 12]",20.08,22,0
C00381,"[57, 43, 28, 40, 7, 23, 21, 34, 11, 22, 42, 35, 52, 29, 42, 28, 59, 18, 14, 18, 28, 24, 8, 42, 54, 45, 53, 8, 4, 27]",25.98,13,0
C00382,"[36, 5, 33, 49, 34, 30, 8, 39, 47, 26, 57, 37, 34, 7, 40, 28, 39, 39, 28, 14, 53, 50, 38, 4, 42, 18, 44, 48, 25, 7]",41.43,17,0
C00383,"[38, 28, 5, 3, 44, 31, 47, 42, 58, 20, 19, 48, 11, 40, 3, 23, 7, 23, 7, 46, 34, 42, 19, 58, 9, 48, 51, 18, 41, 48]",4.27,13,0
C00384,"[45, 42, 25, 52, 14, 44, 25, 19, 39, 55, 15, 16, 27, 40, 10, 4, 51, 19, 28, 21, 59, 47, 14, 33, 48, 10, 19, 30, 22, 3]",17.75,26,0
C00385,"[37, 41, 18, 11, 48, 2, 12, 54, 6, 43, 59, 40, 44, 29, 59, 30, 2, 9, 47, 2, 29, 33, 10, 34, 44, 55, 8, 37, 54, 33]",41.22,9,0
C00386,"[47, 6, 44, 40, 45, 19, 32, 27, 1, 43, 52, 33, 40, 32, 5, 17, 8, 57, 42, 34, 9, 56, 23, 35, 50, 7, 15, 53, 54, 20]",32.6,5,0
C00387,"[50, 25, 3, 55, 46, 24, 34, 46, 22, 11, 48, 8, 39, 43, 35, 49, 46, 38, 8, 54, 37, 27, 28, 40, 34, 32, 15, 44, 17, 33]",14.85,33,1
C00388,"[47, 46, 52, 54, 16, 29, 9, 33, 49, 29, 13, 21, 58, 21, 5, 10, 6, 56, 51, 57, 13, 1, 20, 57, 47, 46, 8, 10, 9, 49]",42.34,4,0
C00389,"[41, 3, 11, 12, 10, 25, 49, 49, 25, 11, 54, 36, 39, 53, 26, 14, 39, 56, 40, 1, 56, 54, 4, 30, 12, 56, 35, 13, 52, 31]",24.92,28,0
C00390,"[38, 43, 23, 4, 52, 16, 7, 22, 29, 11, 56, 33, 58, 29, 59, 39, 12, 7, 59, 55, 39, 42, 48, 26, 40, 9, 41, 34, 45, 13]",25.17,26,0
C00391,"[55, 55, 36, 25, 24, 44, 17, 2, 13, 31, 29, 50, 28, 27, 15, 31, 40, 15, 33, 20, 42, 12, 37, 9, 23, 8, 32, 48, 14, 27]",48.84,4,1
C00392,"[25, 13, 55, 21, 45, 31, 37, 48, 58, 43, 54, 5, 13, 28, 43, 25, 51, 35, 47, 39, 7, 38, 32, 3, 45, 39, 37, 55, 50, 22]",47.38,16,0
C00393,"[8, 17, 52, 27, 33, 46, 17, 42, 12, 48, 46, 27, 48, 8, 23, 42, 49, 59, 29, 50, 20, 16, 17, 16, 19, 56, 56, 8, 38, 38]",18.25,22,0
C00394,"[53, 29, 41, 36, 26, 31, 44, 12, 55, 17, 15, 9, 39, 42, 48, 12, 32, 25, 39, 18, 15, 32, 6, 58, 44, 43, 52, 35, 34, 38]",7.46,35,0
C00395,"[56, 54, 57, 5, 18, 16, 8, 25, 32, 26, 52, 22, 31, 43, 10, 56, 57, 12, 53, 28, 6, 59, 20, 5, 23, 9, 58, 59, 29, 16]",16.62,25,0
C00396,"[54, 46, 22, 8, 59, 20, 51, 14, 39, 37, 50, 34, 11, 54, 40, 33, 31, 59, 54, 44, 34, 50, 7, 58, 49, 54, 23, 46, 56, 7]",2.01,8,0
C00397,"[54, 25, 3, 59, 38, 20, 34, 49, 44, 44, 30, 17, 59, 10, 35, 20, 18, 45, 44, 27, 59, 59, 49, 36, 23, 32, 10, 11, 38, 6]",1.53,17,0
C00398,"[59, 41, 47, 34, 36, 37, 17, 40, 40, 54, 12, 21, 40, 19, 3, 18, 53, 51, 19, 47, 6, 16, 8, 48, 18, 52, 48, 43, 39, 49]",20.08,18,1
C00399,"[49, 12, 45, 10, 7, 46, 55, 1, 49, 36, 21, 37, 52, 24, 55, 25, 7, 42, 17, 29, 30, 7, 33, 7, 58, 24, 11, 9, 12, 35]",47.08,12,0
C00400,"[4, 36, 28, 57, 13, 23, 19, 42, 37, 39, 24, 16, 33, 12, 34, 7, 11, 31, 29, 13, 31, 2, 39, 15, 57, 11, 34, 39, 4, 11]",43.63,33,1
C00401,"[29, 2, 16, 39, 13, 37, 17, 21, 44, 19, 7, 38, 8, 13, 37, 2, 41, 11, 24, 6, 26, 7, 57, 39, 19, 6, 43, 29, 43, 39]",25.82,23,1
